symbol;nazwa;opisObejmujeNieobejmuje;id;opis
33.14.Z;Naprawa i konserwacja urządzeń elektrycznych;33.14.Z Podklasa ta obejmuje naprawę i konserwację wyrobów objętych działem 27, z wyłączeniem wyrobów objętych grupą 27.5 Produkcja sprzętu gospodarstwa domowego. Podklasa ta obejmuje: naprawę i konserwację transformatorów mocy, rozdzielczych i specjalnych, naprawę i konserwację silników elektrycznych, prądnic i zespołów silnikowo-prądnicowych, naprawę i konserwację aparatury łącznikowej i tablic rozdzielczych, naprawę i konserwację przekaźników i regulatorów przemysłowych, naprawę i konserwację baterii galwanicznych i akumulatorowych, naprawę i konserwację elektrycznego sprzętu oświetleniowego, naprawę i konserwację przewodów dla obwodów instalacji elektrycznych. Podklasa ta nie obejmuje: naprawy i konserwacji komputerów i sprzętu peryferyjnego, sklasyfikowanych w 95.11.Z, naprawy i konserwacji sprzętu (tele)komunikacyjnego, sklasyfikowanych w 95.12.Z, naprawy i konserwacji elektroniki użytkowej, sklasyfikowanych w 95.21.Z, naprawy zegarków i zegarów, sklasyfikowanej w 95.25.Z.;721;Naprawa i konserwacja urządzeń elektrycznych
33.15;Naprawa i konserwacja statków i łodzi;;722;Naprawa i konserwacja statków i łodzi
33.15.Z;Naprawa i konserwacja statków i łodzi;33.15.Z Podklasa ta obejmuje: naprawę i rutynową konserwację statków i pozostałych konstrukcji pływających, naprawę i konserwację łodzi sportowych i wycieczkowych. Podklasa ta nie obejmuje: fabrycznej przebudowy statków, sklasyfikowanej w odpowiednich podklasach grupy 30.1, naprawy silników do łodzi i statków, sklasyfikowanej w 33.12.Z, złomowania i demontażu statków, sklasyfikowanych w 38.31.;723;Naprawa i konserwacja statków i łodzi
33.16;Naprawa i konserwacja statków powietrznych i statków kosmicznych;;724;Naprawa i konserwacja statków powietrznych i statków kosmicznych
33.16.Z;Naprawa i konserwacja statków powietrznych i statków kosmicznych;33.16.Z Podklasa ta obejmuje: naprawę i konserwację statków powietrznych, z wyłączeniem odbudowy i przebudowy fabrycznej oraz fabrycznego przeglądu kapitalnego, naprawę i konserwację silników statków powietrznych. Podklasa ta nie obejmuje: fabrycznej przebudowy i odbudowy statków powietrznych oraz fabrycznego przeglądu kapitalnego, sklasyfikowanych w 30.30.Z.;725;Naprawa i konserwacja statków powietrznych i statków kosmicznych
33.17;Naprawa i konserwacja pozostałego sprzętu transportowego;;726;Naprawa i konserwacja pozostałego sprzętu transportowego
33.17.Z;Naprawa i konserwacja pozostałego sprzętu transportowego;33.17.Z Podklasa ta obejmuje naprawę i konserwację pozostałego sprzętu transportowego, sklasyfikowanego w odpowiednich podklasach działu 30, z wyłączeniem motocykli i rowerów. Podklasa ta obejmuje: naprawę i konserwację lokomotyw i wagonów (z wyłączeniem fabrycznych remontów i przebudowy), naprawę pojazdów ciągnionych przez zwierzęta. Podklasa ta nie obejmuje: fabrycznej przebudowy lokomotyw i wagonów, sklasyfikowanej w 30.20.Z, naprawy i konserwacji bojowych pojazdów militarnych, sklasyfikowanych w 30.40.Z, naprawy i konserwacji wózków sklepowych, sklasyfikowanych w 33.11.Z, naprawy i konserwacji silników przeznaczonych dla lokomotyw, sklasyfikowanych w 33.12.Z, naprawy i konserwacji motocykli, sklasyfikowanych w 45.40.Z, naprawy rowerów, sklasyfikowanej w 95.29.Z.;727;Naprawa i konserwacja pozostałego sprzętu transportowego
33.19;Naprawa i konserwacja pozostałego sprzętu i wyposażenia;;728;Naprawa i konserwacja pozostałego sprzętu i wyposażenia
33.19.Z;Naprawa i konserwacja pozostałego sprzętu i wyposażenia;33.19.Z Podklasa ta obejmuje naprawę i konserwację sprzętu nieujętego w innych grupach tego działu. Podklasa ta obejmuje: naprawę sieci rybackich, włączając cerowanie, naprawę lin, olinowania, żagli i brezentu, naprawę worków do przechowywania nawozów i chemikaliów, naprawę i odnawianie palet drewnianych, bębnów transportowych lub beczek i podobnych artykułów, naprawę automatów do gry we flippera i pozostałych gier uruchamianych monetą, renowację organów i pozostałych zabytkowych instrumentów muzycznych. Podklasa ta nie obejmuje: naprawy mebli domowych i biurowych, odnawiania mebli, sklasyfikowanych w 95.24.Z, naprawy rowerów, sklasyfikowanej w 95.29.Z, naprawy i przeróbek odzieży, sklasyfikowanych w 95.29.Z.;729;Naprawa i konserwacja pozostałego sprzętu i wyposażenia
33.20;Instalowanie maszyn przemysłowych, sprzętu i wyposażenia;;731;Instalowanie maszyn przemysłowych, sprzętu i wyposażenia
33.20.Z;Instalowanie maszyn przemysłowych, sprzętu i wyposażenia;33.20.Z Podklasa ta obejmuje specjalistyczne instalowanie maszyn. Jednak instalowanie elementów stanowiących integralną część budynku lub podobnej konstrukcji, takich jak instalowanie schodów ruchomych, zakładanie przewodów instalacji elektrycznej, alarmów przeciwwłamaniowych lub systemów klimatyzacyjnych, traktowana jest jako roboty budowlane. Podklasa ta obejmuje: instalowanie maszyn przemysłowych w zakładzie przemysłowym, montaż przemysłowych urządzeń kontrolno-pomiarowych, instalowanie innych urządzeń przemysłowych, takich jak: sprzęt (tele)komunikacyjny, komputery dużej mocy (mainframe), urządzenia napromieniowujące i sprzęt elektromedyczny, demontowanie dużych maszyn i urządzeń, działalność związaną ze specjalistyczną budową młynów, montaż konstrukcji maszyn, instalowanie wyposażenia kręgielni. Podklasa ta nie obejmuje: instalowania wind, schodów ruchomych, automatycznych drzwi, systemów odkurzania itp., sklasyfikowanej w 43.29.Z, instalowania drzwi, klatek schodowych, wyposażenia sklepów, mebli itp., sklasyfikowanej w 43.32.Z, instalowania komputerów osobistych, sklasyfikowanego w 62.09.Z.;732;Instalowanie maszyn przemysłowych, sprzętu i wyposażenia
22.19.Z;Produkcja pozostałych wyrobów z gumy;"22.19.Z Podklasa ta obejmuje: produkcję pozostałych wyrobów z kauczuku naturalnego lub syntetycznego, wulkanizowanego, niewulkanizowanego lub utwardzanego, takich jak: płyty, arkusze, paski, pręty, kształtowniki profilowane, tuby, rury i węże, taśmy przenośnikowe i pasy napędowe, artykuły higieniczne z gumy: osłonki antykoncepcyjne, smoczki, termofory itp., gumowe elementy odzieży (zgrzewanej ""na szwach""), gumowe spody i pozostałe części obuwia z gumy, liny, sznury i nici gumowe, tkaniny podgumowane i przędza gumowana, pierścienie i uszczelki gumowe, gumowe pokrycia wałków, nadmuchiwane materace gumowe, nadmuchiwane balony, włączając balony reklamowe, produkcję szczotek gumowych, produkcję cybuchów fajek z ebonitu, produkcję grzebieni, spinek do włosów, lokówek do włosów z ebonitu i podobnych artykułów, produkcję materiałów do naprawy gumy, produkcję tkanin impregnowanych, powleczonych, pokrytych lub laminowanych gumą, imitacji skór, gdy guma stanowi podstawowy składnik, produkcję gumowych materaców do łóżek wodnych, produkcję gumowych czepków kąpielowych i fartuchów, produkcję gumowych kombinezonów do nurkowania, produkcję gumowych artykułów erotycznych. Podklasa ta nie obejmuje: produkcji tkanin kordowych do opon, sklasyfikowanej w 13.96.Z, produkcji ubrań z tkanin elastycznych, sklasyfikowanej w 14.14.Z, 14.19.Z, produkcji obuwia gumowego, sklasyfikowanej w 15.20.Z, produkcji klejów i substancji klejących opartych na kauczuku, sklasyfikowanej w 20.52.Z, produkcji taśm i pasów do bieżnikowania, sklasyfikowanej w 22.11.Z, produkcji nadmuchiwanych łodzi i tratew, sklasyfikowanej w 30.11.Z, 30.12.Z, produkcji materaców niepokrytych gumą komórkową, sklasyfikowanej w 31.03.Z, produkcji artykułów sportowych z gumy (z wyłączeniem odzieży), sklasyfikowanej w 32.30.Z, produkcji gier i zabawek gumowych (włączając brodziki dla dzieci, nadmuchiwane łodzie gumowe dla dzieci, nadmuchiwane zwierzęta gumowe, piłki itp.), sklasyfikowanej w 32.40.Z, regenerowania gumy, sklasyfikowanego w 38.32.Z.";385;Produkcja pozostałych wyrobów z gumy
27.11.Z;Produkcja elektrycznych silników, prądnic i transformatorów;27.11.Z Podklasa ta obejmuje produkcję elektrycznych silników i transformatorów: prądu zmiennego (AC), prądu stałego (DC) i prądu przemiennego AC/DC. Podklasa ta obejmuje: produkcję silników elektrycznych, z wyłączeniem silników do rozruchu silników spalinowych wewnętrznego spalania, produkcję rozdzielczych transformatorów elektrycznych, produkcję transformatorów do spawania łukowego, produkcję stateczników fluorescencyjnych (np. transformatorów), produkcję podstacji transformatorowych do dystrybucji energii elektrycznej, produkcję regulatorów napięcia do przesyłu i dystrybucji energii elektrycznej, produkcję prądnic, z wyłączeniem alternatorów do ładowania akumulatorów w pojazdach silnikowych, produkcję zespołów prądotwórczych, z wyłączeniem zespołów prądnicowo-turbinowych, przewijanie elektrycznych silników, prądnic i transformatorów. Podklasa ta nie obejmuje: produkcji elektronicznych transformatorów i przełączników, sklasyfikowanej w 26.11.Z, produkcji elektrycznego sprzętu do spawania i lutowania, sklasyfikowanej w 27.90.Z, produkcji półprzewodnikowych przemienników, prostowników i przetwornic, sklasyfikowanej w 27.90.Z, produkcji zespołów turbinowo-prądnicowych (turbogeneratorów), sklasyfikowanej w 28.11.Z, produkcji silników rozruchowych i prądnic do silników spalania wewnętrznego, sklasyfikowanej w 29.31.Z.;567;Produkcja elektrycznych silników, prądnic i transformatorów
28.99.Z;Produkcja pozostałych maszyn specjalnego przeznaczenia, gdzie indziej niesklasyfikowana;"28.99.Z Podklasa ta obejmuje produkcję pozostałych maszyn specjalnego przeznaczenia, gdzie indziej niesklasyfikowaną. Podklasa ta obejmuje: produkcję suszarni do drewna, pulpy papierowej, papieru, tektury lub innych materiałów, z wyłączeniem produktów rolnych i wyrobów tekstylnych, produkcję maszyn drukarskich i introligatorskich, maszyn do prac pomocniczych przy drukowaniu na różnego rodzaju materiałach, produkcję maszyn do wytwarzania płytek, cegieł, formowanych elementów ceramicznych, rur, elektrod grafitowych, kredy do pisania itp., produkcję maszyn do produkcji półprzewodników, produkcję wielozadaniowych robotów przemysłowych przeznaczonych do wykonywania funkcji specjalnych, produkcję różnorodnych specjalistycznych maszyn i wyposażenia, takich jak: maszyny do montażu lamp elektrycznych i elektronicznych, lamp elektronowych lub żarówek, maszyny do wytwarzania lub hartowania szkła i wyrobów szklanych, szklanych włókien lub przędzy, maszyny i urządzenia do rozdzielania izotopów, produkcję sprzętu do osiowania i wyważania opon; sprzęt do wyważania, z wyłączeniem wyważania kół, produkcję centralnych systemów smarowania, produkcję maszyn i urządzeń startowych do statków powietrznych, urządzeń do katapultowania oraz podobnych maszyn i urządzeń, produkcję łóżek opalających, produkcję urządzeń automatycznych kręgielni (np. urządzeń do ustawiania kręgli), produkcję karuzeli, huśtawek, strzelnic i pozostałych urządzeń dla wesołych miasteczek. Podklasa ta nie obejmuje: produkcji urządzeń dla gospodarstw domowych, sklasyfikowanej w odpowiednich podklasach grupy 27.5, produkcji fotokopiarek itp., sklasyfikowanej w 28.23.Z, produkcji maszyn do obróbki ebonitu, tworzyw sztucznych lub szkła na zimno, sklasyfikowanej w 28.49.Z, produkcji wlewnic, sklasyfikowanej w 28.91.Z.";638;Produkcja pozostałych maszyn specjalnego przeznaczenia, gdzie indziej niesklasyfikowana
29.10;Produkcja pojazdów samochodowych, z wyłączeniem motocykli;;641;Produkcja pojazdów samochodowych, z wyłączeniem motocykli
29.10.A;Produkcja silników do pojazdów samochodowych (z wyłączeniem motocykli) oraz do ciągników rolniczych;29.10.A Podklasa ta obejmuje: produkcję silników do pojazdów samochodowych (z wyłączeniem motocykli) oraz do ciągników rolniczych, przebudowę fabryczną silników do pojazdów samochodowych (z wyłączeniem motocykli) oraz do ciągników rolniczych. Podklasa ta nie obejmuje: produkcji silników elektrycznych (z wyłączeniem silników rozruchowych), sklasyfikowanej w 27.11.Z, produkcji tłoków, pierścieni tłokowych i gaźników, sklasyfikowanej w 28.11.Z, produkcji silników do motocykli, sklasyfikowanej w 30.91.Z.;642;Produkcja silników do pojazdów samochodowych (z wyłączeniem motocykli) oraz do ciągników rolniczych
29.10.B;Produkcja samochodów osobowych;29.10.B Podklasa ta obejmuje: produkcję samochodów osobowych z silnikiem z zapłonem iskrowym, produkcję samochodów osobowych z silnikiem z zapłonem samoczynnym, produkcję samochodów osobowych z silnikiem zasilanym gazem: LPG, CNG, produkcję samochodów osobowych z napędem hybrydowym, produkcję samochodów osobowych z napędem elektrycznym, produkcję samochodów osobowych z silnikiem zasilanym biopaliwami, produkcję pozostałych samochodów osobowych do przewozu osób, produkcję podwozi do samochodów osobowych. Podklasa ta nie obejmuje: produkcji sprzętu oświetleniowego do samochodów osobowych, sklasyfikowanej w 27.40.Z, produkcji nadwozi do samochodów osobowych, sklasyfikowanej w 29.20.Z, produkcji wyposażenia elektrycznego do samochodów osobowych, sklasyfikowanej w 29.31.Z, produkcji części i akcesoriów do samochodów osobowych, sklasyfikowanej w 29.32.Z, konserwacji, naprawy i przebudowy samochodów osobowych, sklasyfikowanych w 45.20.Z.;643;Produkcja samochodów osobowych
29.10.C;Produkcja autobusów;29.10.C Podklasa ta obejmuje: produkcję autobusów, trolejbusów i autokarów, produkcję podwozi do autobusów. Podklasa ta nie obejmuje: produkcji sprzętu oświetleniowego do autobusów, sklasyfikowanej w 27.40.Z, produkcji nadwozi do autobusów, sklasyfikowanej w 29.20.Z, produkcji wyposażenia elektrycznego do autobusów, sklasyfikowanej w 29.31.Z, produkcji części i akcesoriów do autobusów, sklasyfikowanej w 29.32.Z, konserwacji, naprawy i przebudowy autobusów, sklasyfikowanych w 45.20.Z.;644;Produkcja autobusów
29.10.D;Produkcja pojazdów samochodowych przeznaczonych do przewozu towarów;29.10.D Podklasa ta obejmuje: produkcję pojazdów samochodowych przeznaczonych do przewozu towarów, takich jak samochody: dostawcze, ciężarowe, ciągniki przystosowane do poruszania się po wszystkich typach dróg z możliwością dołączania naczep, samowyładowcze przystosowane do wszystkich typów dróg itp., produkcję podwozi do ww. pojazdów samochodowych. Podklasa ta nie obejmuje: produkcji sprzętu oświetleniowego do ww. pojazdów samochodowych, sklasyfikowanej w 27.40.Z, produkcji nadwozi do ww. pojazdów samochodowych, sklasyfikowanej w 29.20.Z, produkcji wyposażenia elektrycznego do ww. pojazdów samochodowych, sklasyfikowanej w 29.31.Z, produkcji części i akcesoriów do ww. pojazdów samochodowych, sklasyfikowanej w 29.32.Z, konserwacji, napraw i przebudowy ww. pojazdów samochodowych, sklasyfikowanych w 45.20.Z.;645;Produkcja pojazdów samochodowych przeznaczonych do przewozu towarów
29.10.E;Produkcja pozostałych pojazdów samochodowych, z wyłączeniem motocykli;29.10.E Podklasa ta obejmuje: produkcję pojazdów terenowych, gokartów i podobnych pojazdów, włączając samochody wyścigowe, produkcję pozostałych pojazdów samochodowych, takich jak: pojazdy śnieżne, wózki golfowe, pojazdy-amfibie, samochody pożarnicze, śmieciarki, bibliobusy, pojazdy opancerzone, specjalne samochody do przewozu kosztowności, pieniędzy itp., betoniarki samochodowe, samochody przeznaczone do pracy poza drogami publicznymi oraz do celów specjalnych, gdzie indziej niesklasyfikowane produkcję podwozi do ww. pojazdów samochodowych. Podklasa ta nie obejmuje: produkcji ciągników rolniczych, sklasyfikowanej w 28.30.Z, produkcji ciągników stosowanych w budownictwie lub górnictwie, sklasyfikowanej w 28.92.Z, produkcji wywrotek terenowych, sklasyfikowanej w 28.92.Z, produkcji części i akcesoriów do ww. pozostałych pojazdów samochodowych, sklasyfikowanej w 29.32.Z, produkcji czołgów i pozostałych wojskowych wozów bojowych, sklasyfikowanej w 30.40.Z, produkcji motocykli, sklasyfikowanej w 30.91.Z, produkcji pojazdów ciągnionych przez zwierzęta, sklasyfikowanej w 30.99.Z, konserwacji, naprawy i przebudowy ww. pozostałych pojazdów samochodowych, sklasyfikowanych w 45.20.Z.;646;Produkcja pozostałych pojazdów samochodowych, z wyłączeniem motocykli
